DOI,CodeAvailability
10.1038/s41597-020-0467-x,"Usage demonstration scripts and the code used for the preparation, pre-processing and technical validation of the Localize-MI dataset are publicly available at https://github.com/iTCf/mikulan_et_al_2020 ."
10.1038/s41597-020-0468-9,"The bioinformatic tools used in this work, including versions, settings and parameters, have been described in the Methods section. Default parameters were applied if no parameters were mentioned for a tool. The scripts used in generating the orthoMCL results and preparing input sequences for PhyML were deployed on the Github repository ( https://github.com/comery/For_soptted_hyena_genome )."
10.1038/s41597-020-0464-0,"The code used to calculate the indices is available via: https://cran.r-project.org/web/packages/ClimInd/index.html . The R scripts necessary to calculate the different indices, from the ECA&D and ERA5 gridded datasets in a 3-D array format, can be accessed via: https://gitlab.com/fergusrg/indecis_example ."
10.1038/s41597-020-0466-y,MISSING
10.1038/s41597-020-0463-1,MISSING
10.1038/s41597-020-0469-8,"The code used to extract and process the OSM data is publicly available through the Figshare repository 35 . The code consists of four R programming language scripts (R version 3.6.2) numbered 1-4: the first extracts the latest OSM data; the second processes the data into wind and solar farms; the third contains the power models, and the fourth conducts the technical validation. Each script includes text that guides the user through the process and details the functions being performed. The README file, included with the scripts, provides more detail on rerunning the analyses. We regret that we cannot provide the full, geospatial Wiki Solar dataset as it was provided on the condition of confidentiality. We have provided a copy of the spatial join between the Wiki Solar dataset and the processed OSM data, with all geospatial data stripped out. This can be used as an input to the power estimations on its own. However, the power estimation can be rerun omitting these data if users require models trained on truly open-access data. Alternatively, users can contact the Wiki Solar data provider. When we ran this analysis, the accuracy of the solar model to predict unseen data in the two remaining independent datasets increased (RMSE = 3.153742, R 2 = 0.7442277, MAE = 1.386226, n = 1889). However, the input data for this model only managed to capture 96.8% of the variation in panel area in the wider OSM dataset and subsequently predicted 253 occurrences of power capacities outside of the model range. For this reason, we elected to keep the Wiki Solar data in the final model."
10.1038/s41597-020-0470-2,"The sequence data were generated using the software provided by the sequencing platform manufacturer and processed with commands provided for the public software cited in the manuscript. No custom computer code was generated in this work. The following bioinformatic tools and versions were used to generate all results as described in the main text. Default parameters were used if not stated. 1. CellQuest version 5.1. 2. GCE (Genome Characteristics Estimation) version 1.0.0 was used to estimate genome size, ftp://ftp.genomics.org.cn/pub/gce/. 3. ALLPATHS-LG version 48894 was used for genome assembly, http://software.broadinstitute.org/allpaths-lg/blog/ . 4. SSPACE version 3.0 was used for genome assembly scaffolding, https://www.baseclear.com/services/bioinformatics/basetools/sspace-standard/ . 5. GapCloser version 1.12 was used to fill the gaps between scaffolds, http://soap.genomics.org.cn/about.html . 6. BWA (Burrows-Wheeler Aligner) version 0.7.15 was used for short read mapping, https://github.com/lh3/bwa/ . 7. BUSCO (Benchmarking Universal Single-Copy Orthologs) was used to check the completeness of the genome assembly, with coverage ≥ 90% and identity ≥ 90% parameters, https://gitlab.com/ezlab/busco/ . 8. Trinity version v2.0.6 was used to assemble the RNA sequencing reads, https://github.com/trinityrnaseq/trinityrnaseq . 9. GMAP version 2014-10-2 was used to map the assembled transcripts to the genome sequence with coverage ≥ 90% and identity ≥ 90% parameters, http://research-pub.gene.com/gmap . 10 LACHESIS was used for ultra-long-range scaffolding with Hi-C data with CLUSTER_N = 12, CLUSTER_MIN_RE_SITES = 300, CLUSTER_MAX_LINK_DENSITY = 8, ORDER_MIN_N_RES_IN_TRUNK = 100, and ORDER_MIN_N_RES_IN_SHREDS = 10 parameters, http://shendurelab.github.io/LACHESIS/ . 11. RepeatMasker version 4.0.3 was used to mask the repeat sequences in the genome, http://repeatmasker.org/ . 12. Augustus version 2.7 was used for de novo gene prediction, http://augustus.gobics.de/ . 13. SNAP version 2006-07-28 was used for de novo gene prediction, https://github.com/KorfLab/SNAP . 14. Exonerate version 2.2.0 was used to align proteins to the genome sequence, https://www.ebi.ac.uk/~guy/exonerate/ . 15. GeneWise version 2-2-0 was used to predict gene structure using similar protein sequences, http://www.ebi.ac.uk/~birney/wise2 . 16. GenBlastA version 1.0.1 was used to link the high-scoring pairs (HSPs), http://genome.sfu.ca/genblast/download.html . 17. PASA (Program to Assemble Spliced Alignments) was used to exploit gene structure using transcripts, http://pasapipeline.github.io/ . 18. EVidenceModeler (EVM) version 1.1.1 was used to combine gene predictions generated from different methods into consensus gene structures, http://evidencemodeler.github.io/ . 19. BLAST version 2.2.28 was used to find regions of local similarity between sequences, https://blast.ncbi.nlm.nih.gov/Blast.cgi/ . 20. KEGG (Kyoto Encyclopedia of Genes and Genomes), https://www.kegg.jp/ . 21. Pfam database: http://pfam.xfam.org/ . 22. Blast2GO: https://www.blast2go.com/ . 23. The tRNAscan-SE algorithm (version 1.23) was used for the identification of tRNA genes, http://lowelab.ucsc.edu/tRNAscan-SE . 24. The RNAmmer algorithm was used for the identification of rRNA genes, http://www.cbs.dtu.dk/services/RNAmmer/ . 25. Snoscan version 1.0 was used for the identification of snoRNA genes, http://lowelab.ucsc.edu/snoscan/ . 26. INFERNAL version 1.1.2 was used for the identification of snRNA genes, http://eddylab.org/infernal/ . 27. Rfam database release 9.1, rfam.xfam.org/. 28. miRBase release 21, www.mirbase.org/ . 29. psRNATarget server; parameters: maximum expectation = 3.0, length for complementary scoring = 20 bp, target accessibility – allowed maximum energy to unpair the target site = 25.0, flanking length around the target site for target accessibility analysis: 17 bp upstream and 13 bp downstream, and range of central mismatch leading to translational inhibition = 9~11 bp, http://plantgrn.noble.org/psRNATarget/ . 30 Rice Genome Annotation Project Database, http://rice.plantbiology.msu.edu/ . 31. agriGO server, http://bioinfor.cau.edu.cn/agiGO/ . 32. BlastKOALA, http://kegg.jp/blastkoala/ . 33. Repbase TE library (version released on January 31, 2014). 34. RepeatProteinMask, http://www.repeatmasker.org/RepeatProteinMask.html . 35. RepeatModeler version 1.0.10 was used for de novo repeat family identification and modelling, http://www.repeatmasker.org/RepeatModeler/ . 36. RECON version 1.08. 37. RepeatScout version 1.0.5. 38. LTR_STRUC was used for the identification of LTR retrotransposons, http://www.mcdonaldlab.biology.gatech.edu/ltr_struc.htm . 39. ClustalW was used to perform multiple sequence alignment, https://www.genome.jp/tools-bin/clustalw . 40. Gypsy Database (GyDB), http://gydb.org/ . 41. Tandem Repeat Finder (TRF) version 4.07b was used to find the tandem repeats in the genome with the parameters Match = 2, Mismatch = 7, Delta = 7, PM = 80, PI = 10, Minscore = 50, and MaxPeriod = 12, https://tandem.bu.edu/trf/trf.html . 42. RepeatMasker version 4.0.3 was used to mask the repeat sequences in the genome with the parameter -noint, http://www.repeatmasker.org . 43. The MISA (MIcroSAtellite) identification tool was used for the identification and localization of microsatellites, http://pgrc.ipk-gatersleben.de/misa/ . 44. Trimmomatic version 0.33 was used for the quality filtering of sequencing reads, http://www.usadellab.org/cms/index.php?page=trimmomatic ."
10.1038/s41597-020-0472-0,MISSING
10.1038/s41597-020-0456-0,MISSING
10.1038/s41597-020-0473-z,"All electronic structure calculations were computed with the Gaussian 09 [cite] or ORCA electronic structure packages [cite]. All molecular dynamics simulations for sampling were carried out with the atomic simulation environment (ASE). The analysis and active learning scripts are available upon request. The C++/CUDA implementation of our ANI code is available online in binary format [ref], but source code is not publicly released. Alternatively a PyTorch version ANI is available as open source. [ https://github.com/aiqm/torchani ]."
10.1038/s41597-020-0475-x,MISSING
10.1038/s41597-020-0480-0,"The software mentioned in methods section are described blow. 1) falcon : version 1.2.4, parameters: (length_cutoff=5000, length_cutoff_pr=10000); 2) pbalign : contained in SMRT Link 4 toolkit, parameters:(--algorithm=blasr); 3) variantCaller : contained in SMRT Link 4 toolkit, parameters:(--algorithm=arrow); 4) bowtie : verion 1.1.2, default parameters; 5) SSPACE-STANDARD : version 3.0, parameters:(-p 1 -g 2); 6) SSPACE-LongRead : version 1-1, default parameters; 7) blasr : version 1.3.1.121193, default parameters; 8) GATK : version 4.0.0.0, default parameters; 9) nucmer : contained in mummer version 4.0.0beta2, default parameters; 10) BUSCO : version 3, parameters:(-l embryophyta_odb9); 11) Tandem repeats finder : version 409, default parameters; 12) RepeatMasker : version open-4.0.7, parameters: (-nolow -no_is -norna -engine ncbi -parallel 1); 13) RepeatProteinMask : version open-4.0.7, parameters:(-engine ncbi -noLowSimple -pvalue 0.0001); 14) RepeatModeler : version open-1.0.11, parameters:(-engine ncbi -pa 9); 15) ltr_finder : version 1.06, parameters:(-w 2); 16) GMAP : version 2017-05-08, parameters:(-z sense_force -f samse -n 0); 17) TransDecoder : version 4.0.1, default parameters; 18) augustus : version 3.2.3, default parameters; 19) tblastn : version 2.6.0+, parameters:(-evalue 1e-5 -seg no); 20) GeneWise : version 2.4.1, default parameters; 21) hisat2 : version 2.1.0, parameters:(--dta --no-discordant --no-mixed); 22) StringTie : version 1.2.4, default parameters; 23) EVidenceModeler : version 1.1.1, parameters:(--weights:PROTEIN GeneWise:5, TRANSCRIPT StringTie:8, ABINITIO_PREDICTION AUGUSTUS:2, OTHER_PREDICTION transdecoder:20); 24) Trinity : version 2.4.0, parameters: (--group_pairs_distance 500 --path_reinforcement_distance 80 --min_glue 3 --min_kmer_cov 3 --min_contig_length 100 --KMER_SIZE 25 --bflyHeapSpaceInit 1G --bflyHeapSpaceMax 4G --bfly_opts “-V 5 --edge-thr=0.1 --stderr”); 25) PASA : version 2.1.0, default parameters; 26) MCScanX : latest version, default parameters; 27) tRNAscan-SE : version 1.3.1, default parameters; 28) infernal: version 1.1.1, default parameters. 28) tRNAscan-SE : version 1.3.1, default parameters; 28) infernal: version 1.1.1, default parameters."
10.1038/s41597-020-0476-9,Versions and parameters of all the bioinformatic tools that were used in this work are described in the “Methods” section.
10.1038/s41597-020-0460-4,The code used to generate the data is freely available on GitHub under the MIT license 43 . Further details on how to use it to generate the data are given in the Usage Notes.
10.1038/s41597-020-0482-y,An R script and wrapper for the data analyses presented here are available as.rmd and.rproj files on the Open Science Framework (OSF) platform together with the questionnaires and data files 13 . These can be used to generate exploratory factor analyses and estimates of split-half reliabilities for the focal scales (SBS and the EDAS) independently in each country. All data presented in tables and figures in the manuscript can be easily reproduced using the provided code. Those interested in following up on our analyses can use our base-script as a starting point.
10.1038/s41597-020-0485-8,"The pypofatu Python package is open-source software, maintained on GitHub and distributed via the Python Package Index ( https://pypi.org/project/pypofatu ), with released versions archived with Zenodo 182 . The two output formats listed above are created and stored as part of the GitHub repository where the dataset is curated ( https://github.com/pofatu/pofatu-data/releases/tag/v1.0.0 ), and each release of the dataset is also archived on Zenodo 176 . Additionally, the dataset is loaded into a clld 183 web application, providing an online, browsable user interface for “window-shopping”, before downloading and using the dataset locally. Released versions of the Pofatu dataset meet the requirements on FAIR data as laid out by Wilkinson and colleagues 177 . The data is findable thanks to Zenodo’s integration in the research data landscape on the web, and the metadata we provide. It is accessible via the DOI doled out by Zenodo. “It is interoperable due to the open standards” used to encode the data and reusable because it is provided under an open CC-BY license."
10.1038/s41597-020-0484-9,CoryneRegNet7 code is available on GitHub: https://github.com/baumbachlab/CoryneRegNet7 .
10.1038/s41597-020-0481-z,MISSING
10.1038/s41597-020-0492-9,"All the data processed in this dataset used the WASS (“ An open-source pipeline for 3-D stereo reconstruction of ocean waves ”) code version 1.4 provided by 9 and available at http://www.dais.unive.it/wass (the WASS is a full-frame and dense-matching evolution of the previous stereo code developed by 8 , 26 and further refined by 10 ). This tool is able to (i) reconstruct the sea surface by means of a dense cloud of 3-D points from stereo images, (ii) compute the extrinsic parameters of the stereo rig without the need of tedious calibration on-the field, and (iii) provide the parameters necessary to transform the wave data to a local geographical reference system. The fast 3-D dense stereo reconstruction is based on the OpenCV library 29 and analyzes the photometrically distinctive features of the water surface to eventually provide the 3-D surface elevation map. When the stereo images are processed by WASS, the generated 3-D point cloud is re-sampled in a uniform grid and the final space-time surface elevation is stored in a standard NetCDF4 file. We developed an additional tool ( https://github.com/fbergama/wassncplot ) that provides the mapping between each image pixel (either from left or right camera) to the 3-D geographical reference frame of the grid stored in the NetCDF4 file. This way, any further processing can take into account both the luminance of each pixel and its 3-D location onto the sea-surface. Possible applications include the analysis of white-capped areas, the 3-D tracking of floating objects and measuring the shape and extent of individual waves. Note that this mapping is in general one-way (ie. from image to 3-D space) since cameras are angled with respect to the sea-surface and some 3-D points in the back-side of the waves are occluded by the crests. In this context, the wassncplot tool computes the correct intersection between the 3-D ray in space passing through the camera center and a pixel \(p\) with the gridded surface. Since multiple intersections may occur, only the one nearest to the camera is considered for the mapping. Operatively, the operation is performed by projecting each triangle of the grid to the image plane corresponding to one of the two stereo cameras. The coordinate of each grid vertex is interpolated considering the barycentric coordinates within each triangle corrected by the depth of the point. A Z-buffer is used to discard occluded points and produce the final mapping as a 3-dimensional data cube \(D\) of size ( \(W\times H\times 3\) ) in which the first two dimensions spans the image space and the third the 3-D coordinates of a point (ie. \({D}_{i,j,0},{D}_{i,j,1},{D}_{i,j,2}\) are the \(x,y,z\) coordinates of the 3-D point corresponding into the pixel i , j in the image). Optionally, the tool can produce a rendering of the 3-D surface grid on top of the original images for a qualitative evaluation of the reconstructed data (See Fig. 6 )."
10.1038/s41597-020-0487-6,The algorithm generating all possible cis and trans spliced peptides was originally described by Liepe et al . 56 . Scripts for MySQL database setup have been deposited in the MySQL database dump to the Mendeley repository with the dataset access doi:10.17632/nr7cs764rc.1 58 .
10.1038/s41597-020-0489-4,"All codes associated with the data portal are open source; they are available on GitHub under the MIT license. We created the codes in two popular languages, JavaScript for the formal OCDP website and Python to facilitate data availability and interpretation. The GitHub repository hosts these codes. The 12 Python programs are designed for data reading, plotting, mapping and exporting on local server ( https://github.com/LAMPSYORKU/OntarioClimateDataPortal/tree/master/pythonCode ). All of these Python files have also been uploaded to the Figshare data repository 50 . Users can directly clone and download the repository to their local machine and run the Python programs in the Jupyter notebook environment to manipulate the data. HTML5 and JavaScript files for the formal data portal can be found in Figshare 50 and GitHub ( https://github.com/LAMPSYORKU/OntarioClimateDataPortal/tree/master/JavaScripts ). Users, who are interested in web application development, can download and use them for their own projects."
10.1038/s41597-020-0490-y,"To assist users with accessing and querying our database, we have written an accompanying RMarkdown document (Supplementary File 1 ) that provides a commented workflow for utilizing CetuaOPEN with the RSQLite 31 and dplyr 32 packages in R."
10.1038/s41597-020-0488-5,The official HEMCO code is a collection of FORTRAN-90 routines that are freely available at http://wiki.geos-chem.org/HEMCO . The official HEMCO code with a few necessary changes (based on HEMCO v2.1) to run at the standalone mode are available at Peking University Atmospheric Chemistry & Modeling Group ( http://www.phy.pku.edu.cn/~acm/acmProduct.php#NATURAL-EMISSION ) and Figshare 29 .
10.1038/s41597-020-0494-7,MISSING
10.1038/s41597-020-0474-y,"The CAVD, BVSE and hierarchical computational codes have been integrated in SPSE, and they can only be run if the user has access to a SPSE account. The SPSE manuals are available in the website: https://www.bmaterials.cn/static/help/SPSE-UserManuals.pdf . Source codes of SPSE are freely available for download at figshare 73 ."
10.1038/s41597-020-0491-x,Source codes of CAVD are freely accessed in the repository: https://gitee.com/shuhebing/cavd .
10.1038/s41597-020-0495-6,The code for dataset preparation is not intended to be released as it does not entail any potential for reusability. We provide the stratified sampling routine in Supplementary File 1 to allow users to create stratification folds based on user-defined preferences.
10.1038/s41597-020-0483-x,"The code used to clean and analyze the data is published in Zenodo (ref. 12 ) with the corresponding DOIs: • v1.1 (specific version): https://doi.org/10.5281/zenodo.3737085 • Concept (all versions): https://doi.org/10.5281/zenodo.3678854 The code is available under the MIT License. The repository contains four notebooks that reproduce the following workflow: Step 1: Query the EIA database for raw demand data Step 2: Screen the data for anomalous values Step 3: Impute missing and anomalous values with the Multiple Imputation by Chained Equations (MICE) procedure Step 4: Distribute the imputation results to publication-ready files Step 1 , Step 2 , and Step 4 are based on python code, were written in python 13 , and use the pandas 14 and numpy 15 , 16 packages. Step 3 is written in the R programming language 11 and relies on the mice package 10 . The versions of python, high-level python packages, R, and high-level R packages used in the analysis are: • python = 3.7.3 numpy = 1.16.2 pandas = 0.24.2 urllib3 = 1.24.1 • r-base = 3.5.1 r-mice = 3.6.0 r-dplyr = 0.7.6 r-data.table = 1.11.4 r-zoo = 1.8_3 parallel = 20200122 r-reshape2 = 1.4.3 r-markdown = 0.8 r-rmarkdown = 1.10 r-lubridate = 1.7.4 multiprocess = 0.70.9 The archived code used to clean and analyze the data is supplemented by an archived version of the Conda computing environment used for the analysis (ref. 17 ) with the corresponding DOIs: • v1.0 (specific version): https://doi.org/10.5281/zenodo.3736784 • Concept (all versions): https://doi.org/10.5281/zenodo.3736783 The data cleaning was run on Mac OSX 10.14.6. A complete list of every package present in the Conda computing environment can be found in the package-list.txt file in the code archive. The archived Conda environment can be used on Mac OSX systems circa 2020. Instructions for setting up the environment are included in both the code and computing environment archives. For other operating systems, we include an environment.yml file containing the high-level packages mentioned above. Instructions for setting up a Conda computing environment using the environment.yml file are also included in the code archive."
10.1038/s41597-020-0504-9,No computer codes were used to generate the dataset. A commercially available spreadsheet program was used to collect the data and do quality checks.
10.1038/s41597-020-0501-z,The data analysis was performed in R version 3.5.1 24 . The example of the custom code  used to disaggregate cassava production and harvested area data is publically available via GitHub at https://github.com/aniaszy/CassavaMap .
10.1038/s41597-020-0499-2,The scripts used in data processing are available from Figshare 35 (see “Code used in data processing”).
10.1038/s41597-020-0496-5,MISSING
10.1038/s41597-020-0493-8,"The codes for the pre-processing steps above were assembled in the released Dataset. We also shared a package of code for running the pre-processing pipeline and the technical validation, and can be accessed in figshare 39 ."
10.1038/s41597-020-0478-7,"We used the following open source software packages to compute the full processing chain: ● Geospatial Data Abstraction Library (GDAL, version number 2.1.2) 51 , 52 . ● Geographic Resources Analysis Support System software (GRASS, version number 7.4.0) 33 , 53 , 54 . ● Processing Kernel for geospatial data (PKTOOLS, version number 2.6.3) 55 , 56 . ● R: a language and environment for statistical computing 57 , with the following libraries: randomForestSRC 34 , 35 , geoR 58 , plyr 59 , 60 , moments 61 , data.table 62 , reshape 63 , 64 , dplyr 65 , ggplot2 66 , 67 All of these tools provide fast and scalable functions for raster-based workflows that are easily automated using a scripting language, such as Bash or Python 68 . They also allow for the processing of very large geo-datasets owing to efficient algorithms and optimised memory management. In the spirit of reproducible research we provide the scripting procedure at the GitLab repository ( https://gitlab.com/Ferdinand18/np_us_streams ). The full procedure, starting from the N and P observations treatment to the 30-arc-second raster predictions, is provided below. ● 01_Cleaning.sh: cleaning the raw observation data. ● 02_Snapping.sh: snapping the observation data points onto the gridded stream network. ● 03_Extraction.sh: extracting descriptors corresponding to the snapped points. ● 04_Modelling.sh: building predictive models based on the observation data. ● 05_Prediction.sh: making predictions for all the US streams and building gridded GeoTiff maps as the final output."
10.1038/s41597-020-0479-6,"Geomorphometric layer computation Prior to computing the geomorphometric layers, we reprojected the DEMs (MERIT, 3DEP-1, LiDAR DMS and DTM) to the Equi7 projection with a cell size 100 m (the projection parameters are available from 38 ). To harmonise the different spatial grains, we used a bilinear algorithm implemented in gdalwarp within the open-source Geospatial Data Abstraction Library (GDAL). We kept the seven projection zones as defined in 36 , and employed the T6 tiling method to allow parallel and distributed processing of our work-flow. Tile size was 600 × 600 km where we buffered the borders by 401 km to avoid border artefacts between tiles. These overlapping and duplicate grid cells were removed when merging all tiles to seamless, continental maps. These large tile size increments were needed to avoid border effects, especially for multiscale deviation and multiscale roughness. We used the following open source software packages to compute the geomorphometric layers (Table 1 reports the software and the specific commands used for each derived variable calculation): Geospatial Data Abstraction Library (GDAL),version number 2.1.2 66 . Geographic Resources Analysis Support System software (GRASS), version number 7.3.0 67 . Whitebox Geospatial Analysis Tools (Whitebox GAT), version number 3.3.0 68 . Processing Kernel for geospatial data (Pktools), version number 2.6.3 69 , 70 . All of these tools provide fast and scalable computation features and functions for raster-based workflows that are easily automated using a scripting language, such as Bash or Python 71 . They also allow for the processing of very large datasets owing to efficient algorithms and optimised memory management. After computing all geomorphometric layers within the Equi7 projection, the layers were reprojected back to the WGS84 coordinate reference system (EPSG:4326 code 35 ) with a bilinear algorithm (or near for categorical variables) implemented in GDAL. This reversion of Geomorpho90m to WGS84 allows for the data to be seamlessly integrated with a broad set of global datasets. We used a tiling system identical to MERIT-DEM, in terms of dimension and nomenclature, i.e. 5 × 5 degree tiles with 6000 × 6000 cells each, to ensure data integration and comparisons with the original MERIT-DEM. All calculations were processed in parallel using open-source software at the Center for Research Computing, Yale University. LiDAR data processing Two common products that can be extracted from LiDAR data are: DTM and DSM. The DTM is generated using ground echoes from the LiDAR point cloud, in conjunction with an interpolation technique 72 . The approach employed in this paper for calculating the DTMs used the LiDAR processing tools found in the pktools software 70 . This is a two-stage approach, where the first stage uses a minimum composite rule, which retains the LiDAR pulse for the minimum height of each cell. pklas2img -a_srs EPSG:26911 -dx 100 -dy 100 -comp min -i input.las -o dtm_min.tif For the second stage, the output is then filtered using a progressive morphological filter 73 , which uses an iterative filter based on increasing kernel sizes to remove non-ground points from the final DTM. pkfilterdem -f promorph -dim 3 -dim 11 -i dtm_min.tif -o dtm_min_promorph.tif The calculation of the DSM is more straightforward and uses either a maximum composite rule (pulse retention with the maximum height of the cell) or a defined percentile composite rule. In our case, we use the rule to retain the pulse with the value corresponding to the 95th percentile of all pulses within the cell. pklas2img -a_srs EPSG:26911 -dx 100 -dy 100 -comp percentile -percentile 95 -i input.las -o dsm2.tif The LiDAR projection parameters (EPSG code) were set to EPSG:26911 in accordance with the associated metadata. The DSM and DTM cell size was set to 100 m to allow a simple reprojection to Equi7, which enables a comparison with the other discussed layers."
10.1038/s41597-020-0506-7,The source code of dbPSP 2.0 database has been uploaded to GitHub: https://github.com/BioCUCKOO/dbPSP2.0 .
10.1038/s41597-020-0505-8,"For the inter-agent calibration results, as well as the cellular homogeneity verification, a code was set up using RStudio (version 1.2.5001). This code can be accessed by contacting either Carine Sauger ( carine.sauger@gmail.com ) or Laurent Dubroca ( laurent.dubroca@gmail.com )."
10.1038/s41597-020-0502-y,"The ESRF High Speed Tomography in Python (PyHST2) software which was used to reconstruct the phase images is open source and can be found at: https://software.pan-data.eu/software/74/pyhst2 . The current pipeline for processing the raw data prior to its use in the PyHST2 algorithm is a large collection of scripts in MATLAB, Python and GNU Octave which makes it difficult to bundle into a single tomography pipeline. However, the ESRF is currently working to convert all of the scripts to Python to create a completely open source pipeline, though additional computing power, such a high performance computing cluster will likely be necessary. All additional image processing was done using open source Python libraries; these have been noted at the appropriate stages in the text."
10.1038/s41597-020-0503-x,MISSING
10.1038/s41597-020-0511-x,"The analyses presented in this work were done with the freely available software R 25 and the transformation surfaces developed are distributed as GeoTIFF files, which can be read in any Geographic Information System software."
10.1038/s41597-020-0510-y,The programs used to generate all the results were MATLAB (R2018b) and ArcGIS (10.4). Analysis scripts are available on request from Y.Z. (yuyuzhou@iastate.edu).
10.1038/s41597-020-0500-0,The Grid/Collection stitching plug-in 59 of Fiji used for generating the HSIMs collections is publicly available as a Java Script.
10.1038/s41597-020-0497-4,The complete data workflow was scripted in the programming language R ( https://www.R-project.org ) and instructions for generating the merged data sets accompanying this data descriptor can be found at GitHub ( https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/releases/tag/v1.0.0 ).
10.1038/s41597-020-0513-8,No code was used in this study.
10.1038/s41597-020-0498-3,"A detailed description of the bimodal EEG-fMRI NF platform is given in 20 : the platform software package for real-time analysis and visualization is well documented but not publicly available. Python pipelines for the analysis of structural and functional MRI are available on github ( https://github.com/glioi/BIDS_fMRI_analysis_nipype ), in form of commented jupyter notebooks. Other scripts used for the technical validation in this paper can be provided by the authors upon request."
10.1038/s41597-020-0512-9,MISSING
10.1038/s41597-020-0517-4,"All Google Earth Engine and R scripts are available from the Environmental Data Initiative GLCP repository 27 within the entity “glcp.tar.gz”. The entity “glcp.tar.gz” also includes a standardized directory architecture that can be downloaded and run locally if users wish to reproduce the GLCP. If future users would like to access only scripts used to create the GLCP, the EDI GLCP repository also contains the entity “glcp_scripts.tar.gz”, which contains Google Earth Engine and R scripts."
10.1038/s41597-020-0518-3,MISSING
10.1038/s41597-020-0507-6,"We have prepared scripts to demonstrate how to load the datasets into Matlab ready to be pre-processed. These scripts are listed and introduced in Table 3 . All scripts are placed within the sub-folder ‘code’ in the respective BIDS formatted datasets. Interested readers are also directed to the BIDS Matlab repository, which provides tools for working with BIDS-structured data in Matlab ( https://github.com/bids-standard/bids-matlab ). We have also provided the code used by the music generator in the experiments that generated the ‘BCMI tempo’ and ‘BCMI testing’ data-sets. This is located in the ‘code’ sub-folder in each dataset along with a document describing the music generator. Please note, the music generator is not a single piece of code, but rather a collection of scripts and functions that work together with some proprietary software to generate the music. The code was written in Max/MSP version 6.1 and this software will be needed to get the music generator to work. Further details are also provided in 20 ."
10.1038/s41597-020-0514-7,The scripts and source codes of raw DAS and DEG analyses are deployed in Docker image and deposited at Docker Hub with the public tag sfrs/dasdegdocker:latest 156 . The docker image for signature comparison analysis workflow also was deposited at Docker Hub with the public tag sfrs/sfsigdb:latest 156 .
10.1038/s41597-020-0532-5,MISSING
10.1038/s41597-020-0521-8,The characterization techniques were developed on Matlab 2017b. Futher details on these methods are given by Lodomez 10 .
10.1038/s41597-020-0509-4,"This study was carried out using the following software packages: Dragonfly 2017 by Object Research Systems, free for non-commercial users, and available for download at https://www.theobjects.com/dragonfly/index.html . Amira 6.2.0 by Thermo Fisher Scientific. MATLAB 2017a by MathWorks. The MATLAB script is deposited with The Cell Image Library ( https://doi.org/10.7295/w9cil50728 ), available for download as Dataset 8 75 of this submission."
10.1038/s41597-020-0537-0,No specific code was developed in this work. The data analyses were performed according to the manuals and protocols provided by the developers of the corresponding bioinformatics tools that are described in the Methods section together with the versions used.
10.1038/s41597-020-0528-1,"Source code is available at on github. It contains the following repositories: training-data-synthesis Code for generating synthetic training data for nucleus segmentation model training. training-data-real-patch-extraction Code for converting the format of real training data. segmentation-of-nuclei Code for training a nucleus segmentation model on patches generated by the above-mentioned repositories, and applying a trained model on WSIs. Detailed descriptions are in the README files in the Github repository. We also provide a Dockerfile in Github, containing a trained model for easy deployment."
10.1038/s41597-020-0535-2,The custom MATLAB script MI2_preprocess.m was used to pre-process the raw recorded data. The MI2_saveMat.m file was used to extracted the 4s-trial data from continuous data and save them to the.mat files. The channel_dict.ced file contains the location information of channels for our EEG record data and can be easily imported into EEGLAB. These scripts and files are stored in the code folder and shared with the dataset.
10.1038/s41597-020-0533-4,The JavaScript code of the MODA interface developed to collect the annotations is open source 48 . The Matlab code to manage the PSG files and generate the GS from the spindle scoring files is also open source 38 .
10.1038/s41597-020-0526-3,"We provide the Glottis Analysis Tools software on request ( http://www.hno-klinik.uk-erlangen.de/phoniatrie/forschung/computational-medicine/gat-software/ ). The Pixel-Precise Annotator tool (PiPrA) is available open source online ( https://github.com/anki-xyz/pipra ). We provide a Jupyter notebook for training, evaluating and using the deep neural network as used in the Usage Notes section online under an open source license ( https://github.com/anki-xyz/bagls )."
10.1038/s41597-020-0508-5,"A Github repository ( http://github.com/sage-bionetworks/JHU-biobank ) con tains the codes required to generate the figures with a versioned repository available at Zenodo 18 . The tutorials are provided in R and Python languages, contained in the r_demos and py_demos directories respectively. All of the analytical code is provided in the directory marked “analysis”. Additionally, we have provided Docker containers and R scripts to facilitate reproducibility of the figures in the paper."
