DOI,DataAvailability
10.1038/s41597-020-00764-z,MISSING
10.1038/s41597-020-00765-y,MISSING
10.1038/s41597-020-00763-0,MISSING
10.1038/s41597-020-00758-x,MISSING
10.1038/s41597-020-00768-9,MISSING
10.1038/s41597-020-00773-y,"The PUF is published as a CSV file on the data section of the LEOSS website ( https://leoss.net/data/ ). Moreover, an interactive dashboard is provided that displays a net graph visualizing the incidence and course of clinical phases of COVID-19 patients based on the LEOSS PUF ( https://dashboard.leoss.net/ ). The current version at the time of writing has been archived online 33 ."
10.1038/s41597-020-00778-7,MISSING
10.1038/s41597-020-00775-w,MISSING
10.1038/s41597-020-00774-x,MISSING
10.1038/s41597-020-00776-9,MISSING
10.1038/s41597-020-00772-z,"The datasets obtained and described within this article are freely downloadable at the following URL: http://hpc-bioinformatics.cineca.it/stress_mice/download . Normalized expression count tables, differential expression tables, differentially expressed genes for each configuration and relevant sample metadata were deposited on the repository Figshare ( https://doi.org/10.6084/m9.figshare.c.4860843 ) 76 ."
10.1038/s41597-020-00783-w,MISSING
10.1038/s41597-020-00771-0,Archival copies of the metadata records for the presented examples as well as the JSON representation of Plasma-MDS are available in the “Zenodo” repository 31 .
10.1038/s41597-020-00767-w,MISSING
10.1038/s41597-020-00769-8,"The single-event photoemission data used for demonstrating the workflow is available on the Zenodo platform at https://doi.org/10.5281/zenodo.2704787 (valence and conduction band photoemission at FEL) 61 , https://doi.org/10.5281/zenodo.3945432 (core-level photoemission at FEL) 62 and https://doi.org/10.5281/zenodo.3987303 (valence band photoemission from laboratory setup) 63 . The preprocessed data are being integrated into the NOMAD database in the domain for experimental materials science data accessible at https://nomad-lab.eu/prod/rae/gui/search?domain=ems ."
10.1038/s41597-020-00777-8,MISSING
10.1038/s41597-020-00780-z,"The data used and generated throughout the study described in this paper are available in Figshare at https://doi.org/10.6084/m9.figshare.12743939 71 . Stanford University’s PRS test environment was used for qualitative analysis of the PRS system. This environment is not publicly accessible, but our results can be verified in any PRS environment to which the reader has access."
10.1038/s41597-020-00770-1,MISSING
10.1038/s41597-020-00784-9,MISSING
10.1038/s41597-020-00786-7,MISSING
10.1038/s41597-020-00781-y,MISSING
10.1038/s41597-020-00779-6,MISSING
10.1038/s41597-020-00795-6,MISSING
10.1038/s41597-020-00789-4,MISSING
10.1038/s41597-020-00792-9,MISSING
10.1038/s41597-020-00791-w,MISSING
10.1038/s41597-021-00799-w,"The data and materials introduced are all openly available in this article or at the GitHub website: https://github.com/CIDO-ontology/anti-coronavirus-drugs . The data files are provided in Excel and CSV formats. The data explanation is also provided on the GitHub website. Meanwhile, these data have also been stored in the OSF data repository ( https://doi.org/10.17605/OSF.IO/7TD94 ) 67 ."
10.1038/s41597-020-00790-x,MISSING
10.1038/s41597-020-00794-7,MISSING
10.1038/s41597-020-00782-x,MISSING
10.1038/s41597-021-00798-x,"The authors declare that the main data supporting the finding of this study are available within the article. All the supporting data have been deposited at figshare 31 . 3D-interactive figures of PFAS-Maps, including the classifications of EPA PFASs and PFAS structure-function relationship screening, are included in the “figshare File 1” folder. The datasets required for the operation of the PFAS-Map (e.g. the SMILES, t-SNE/PCA results, and classification results of EPA PFASs) are included in the “PFAS-Map” folder. The data is also available on the Materials Data Engineering Laboratory - MaDE@UB portal ( http://madeatub.buffalo.edu )."
10.1038/s41597-021-00801-5,MISSING
10.1038/s41597-021-00796-z,MISSING
10.1038/s41597-021-00800-6,MISSING
10.1038/s41597-021-00803-3,MISSING
10.1038/s41597-020-00788-5,MISSING
10.1038/s41597-020-00785-8,MISSING
10.1038/s41597-021-00805-1,MISSING
10.1038/s41597-021-00802-4,MISSING
10.1038/s41597-021-00797-y,"The LSLOD Schema Graph extracted from the different SPARQL endpoints of the biomedical LOD graphs in the LSLOD cloud is made available in the JavaScript Object Notation (JSON) format serialized as a Pickle file in the figshare repository ( https://doi.org/10.6084/m9.figshare.12402425.v2 ) under a CC BY 4.0 license 93 . The project also contains tab-separated values files consisting of information about extracted classes, object properties, data properties, datatypes, as well as of statistics on the LOD graphs from the LSLOD cloud used in this research."
10.1038/s41597-021-00810-4,MISSING
10.1038/s41597-021-00807-z,MISSING
10.1038/s41597-021-00816-y,MISSING
10.1038/s41597-021-00811-3,MISSING
10.1038/s41597-021-00819-9,MISSING
10.1038/s41597-021-00820-2,MISSING
10.1038/s41597-021-00813-1,MISSING
10.1038/s41597-021-00821-1,MISSING
10.1038/s41597-021-00817-x,MISSING
10.1038/s41597-021-00815-z,MISSING
10.1038/s41597-021-00806-0,MISSING
10.1038/s41597-020-00793-8,MISSING
10.1038/s41597-021-00828-8,MISSING
10.1038/s41597-021-00825-x,MISSING
10.1038/s41597-021-00809-x,MISSING
10.1038/s41597-021-00827-9,MISSING
10.1038/s41597-021-00812-2,MISSING
10.1038/s41597-021-00826-w,MISSING
10.1038/s41597-021-00814-0,MISSING
10.1038/s41597-021-00822-0,MISSING
10.1038/s41597-021-00844-8,MISSING
10.1038/s41597-021-00835-9,MISSING
10.1038/s41597-021-00829-7,MISSING
10.1038/s41597-021-00830-0,MISSING
10.1038/s41597-021-00831-z,MISSING
10.1038/s41597-021-00808-y,MISSING
10.1038/s41597-021-00834-w,MISSING
10.1038/s41597-021-00837-7,MISSING
10.1038/s41597-021-00836-8,MISSING
10.1038/s41597-021-00841-x,MISSING
10.1038/s41597-021-00833-x,MISSING
10.1038/s41597-021-00839-5,All data is available from the Zoltar system at https://zoltardata.com/ .
10.1038/s41597-021-00824-y,MISSING
10.1038/s41597-021-00840-y,MISSING
10.1038/s41597-021-00842-w,MISSING
10.1038/s41597-021-00823-z,MISSING
10.1038/s41597-021-00847-5,MISSING
10.1038/s41597-021-00846-6,MISSING
10.1038/s41597-021-00843-9,MISSING
10.1038/s41597-021-00850-w,MISSING
10.1038/s41597-021-00845-7,MISSING
10.1038/s41597-021-00832-y,MISSING
10.1038/s41597-021-00848-4,MISSING
10.1038/s41597-021-00838-6,MISSING
10.1038/s41597-021-00860-8,MISSING
10.1038/s41597-021-00859-1,MISSING
10.1038/s41597-021-00861-7,MISSING
10.1038/s41597-021-00856-4,MISSING
10.1038/s41597-021-00849-3,"All atlases and scripts described in this paper are available through a Github repository https://github.com/neurodata/neuroparc . A more extensive repository can be found in the neuroparc OSF registered repository 1 , which also contains all Dice and AMI figures and adjacency matrix results."
10.1038/s41597-021-00857-3,MISSING
10.1038/s41597-021-00864-4,MISSING
10.1038/s41597-021-00866-2,MISSING
10.1038/s41597-021-00871-5,MISSING
10.1038/s41597-021-00869-z,MISSING
10.1038/s41597-021-00870-6,MISSING
10.1038/s41597-021-00868-0,MISSING
10.1038/s41597-021-00873-3,MISSING
10.1038/s41597-021-00875-1,MISSING
10.1038/s41597-021-00872-4,MISSING
10.1038/s41597-021-00878-y,MISSING
10.1038/s41597-021-00818-w,MISSING
10.1038/s41597-021-00863-5,MISSING
10.1038/s41597-021-00804-2,MISSING
10.1038/s41597-021-00862-6,MISSING
10.1038/s41597-021-00867-1,MISSING
10.1038/s41597-021-00877-z,MISSING
10.1038/s41597-021-00883-1,MISSING
10.1038/s41597-021-00880-4,MISSING
10.1038/s41597-021-00876-0,MISSING
10.1038/s41597-021-00881-3,MISSING
10.1038/s41597-021-00853-7,MISSING
10.1038/s41597-021-00882-2,MISSING
10.1038/s41597-021-00884-0,MISSING
10.1038/s41597-021-00885-z,MISSING
10.1038/s41597-021-00887-x,MISSING
10.1038/s41597-021-00893-z,MISSING
10.1038/s41597-021-00886-y,MISSING
10.1038/s41597-021-00888-w,MISSING
10.1038/s41597-021-00889-9,MISSING
10.1038/s41597-021-00891-1,MISSING
10.1038/s41597-021-00895-x,The ODFM is licensed under a Creative Commons Attribution 4.0 International License. The genome sequences in the ODFM are freely available on the website https://odfm.wikim.re.kr . All genome sequences have been deposited in NCBI GenBank and are available under the accession numbers listed in Supplementary Table S1 . The viral metagenomic sequences have been deposited in the European Bioinformatics Institute (EMBL-EBI) database 35 and are available under accession number PRJEB23957. We plan to deposit additional genome sequences for fermentative microbes to a member of the INSDC ( http://www.insdc.org/ ) to promote sharing activities in the genomics community.
10.1038/s41597-021-00894-y,MISSING
10.1038/s41597-021-00898-8,MISSING
10.1038/s41597-021-00890-2,"All the results of this study have been made available via the PRIDE database (dataset PXD013455 - https://www.ebi.ac.uk/pride/archive/projects/PXD013455 ) 60 . Due to the overall size of the data, the processing was done in two batches denoted as “cell lines” and “tumours” analysis. PRIDE dataset PXD013455 therefore contains raw data files from each study in a corresponding.zip folder, intermediate MQ files (combined-tumours.zip and combined-celllines.zip), and the.txt results files (txt-tumours.zip and txt-celllines.zip) used to create the integrated map of protein expression. In addition normalized protein expression matrices corresponding to each reanalysed study have been included in Expression Atlas (E-PROT-19, E-PROT-28, E-PROT-24, E-PROT-20, E-PROT-25, E-PROT-21, E-PROT-22, E-PROT-26, E-PROT-27, E-PROT-18, and E-PROT-23). The reanalysed public proteomics datasets are indicated in Online-only Table 1 . The re-used gene expression values coming from cell lines are available in Expression Atlas (accession numbers E-MTAB-2706, E-MTAB-2770 and E-MTAB-3983)."
10.1038/s41597-021-00897-9,MISSING
10.1038/s41597-021-00896-w,MISSING
10.1038/s41597-021-00900-3,MISSING
10.1038/s41597-021-00904-z,MISSING
10.1038/s41597-021-00899-7,MISSING
10.1038/s41597-021-00901-2,MISSING
10.1038/s41597-021-00905-y,MISSING
10.1038/s41597-021-00906-x,MISSING
10.1038/s41597-021-00909-8,MISSING
10.1038/s41597-021-00908-9,MISSING
10.1038/s41597-021-00910-1,MISSING
10.1038/s41597-021-00913-y,MISSING
10.1038/s41597-021-00915-w,MISSING
10.1038/s41597-021-00914-x,MISSING
10.1038/s41597-021-00912-z,MISSING
10.1038/s41597-021-00919-6,Data generated or analysed during this study are included in this published article as such (Table 1 ) or as a summary only to avoid disclosure of personal information (Table 2 ). Data summarised in Fig. 3 are available from the corresponding author or from helpdesk@laji.fi on reasonable request. The data service described distributes data at the address https://laji.fi/ ( https://species.fi/ for starting page in English) under the terms specified at https://laji.fi/en/about/2982 .
10.1038/s41597-021-00923-w,MISSING
10.1038/s41597-021-00922-x,MISSING
10.1038/s41597-021-00916-9,MISSING
10.1038/s41597-021-00926-7,MISSING
10.1038/s41597-021-00925-8,MISSING
10.1038/s41597-021-00920-z,MISSING
10.1038/s41597-021-00927-6,MISSING
10.1038/s41597-021-00921-y,MISSING
10.1038/s41597-021-00924-9,MISSING
10.1038/s41597-021-00907-w,MISSING
10.1038/s41597-021-00929-4,MISSING
10.1038/s41597-021-00931-w,MISSING
10.1038/s41597-021-00933-8,"The collection CRIC Cervix data described in this paper is available at https://database.cric.com.br , and also at https://doi.org/10.6084/m9.figshare.c.4960286.v2 30 ."
10.1038/s41597-021-00936-5,MISSING
10.1038/s41597-021-00932-9,The dataset generated for the current study is available in the Zenodo repository https://doi.org/10.5281/zenodo.3931663 34 .
10.1038/s41597-021-00938-3,MISSING
10.1038/s41597-021-00930-x,MISSING
10.1038/s41597-021-00937-4,MISSING
10.1038/s41597-021-00940-9,MISSING
10.1038/s41597-021-00943-6,MISSING
10.1038/s41597-021-00944-5,MISSING
10.1038/s41597-021-00942-7,MISSING
10.1038/s41597-021-00945-4,MISSING
10.1038/s41597-021-00935-6,MISSING
10.1038/s41597-021-00947-2,MISSING
10.1038/s41597-021-00939-2,MISSING
10.1038/s41597-021-00954-3,MISSING
10.1038/s41597-021-00948-1,MISSING
10.1038/s41597-021-00946-3,MISSING
10.1038/s41597-021-00956-1,MISSING
10.1038/s41597-021-00962-3,MISSING
10.1038/s41597-021-00964-1,MISSING
10.1038/s41597-021-00966-z,MISSING
10.1038/s41597-021-00960-5,MISSING
10.1038/s41597-021-00972-1,MISSING
10.1038/s41597-021-00963-2,MISSING
10.1038/s41597-021-00968-x,MISSING
10.1038/s41597-021-00953-4,MISSING
10.1038/s41597-021-00970-3,MISSING
10.1038/s41597-021-00951-6,MISSING
10.1038/s41597-021-00955-2,MISSING
10.1038/s41597-021-00950-7,MISSING
10.1038/s41597-021-00971-2,MISSING
10.1038/s41597-021-00949-0,MISSING
10.1038/s41597-021-00967-y,MISSING
10.1038/s41597-021-00969-w,MISSING
10.1038/s41597-021-00959-y,MISSING
10.1038/s41597-021-00952-5,MISSING
10.1038/s41597-021-00976-x,MISSING
10.1038/s41597-021-00978-9,All data presented in this article are available at https://resistancebank.org .
10.1038/s41597-021-00965-0,MISSING
10.1038/s41597-021-00973-0,MISSING
10.1038/s41597-021-00981-0,The entire dataset is available as in a spreadsheet format in plutoF data repository 50 .
10.1038/s41597-021-00982-z,MISSING
10.1038/s41597-021-00957-0,MISSING
10.1038/s41597-021-00975-y,MISSING
10.1038/s41597-021-00934-7,MISSING
10.1038/s41597-021-00958-z,MISSING
10.1038/s41597-021-00987-8,MISSING
10.1038/s41597-021-00977-w,MISSING
10.1038/s41597-021-00983-y,MISSING
10.1038/s41597-021-00979-8,"The data set related to MiREDiBase is freely available at figshare ( https://doi.org/10.6084/m9.figshare.14666466.v1 ) 56 , and via MiREDiBase website ( https://ncrnaome.osumc.edu/miredibase/download )."
10.1038/s41597-021-00993-w,MISSING
10.1038/s41597-021-00980-1,MISSING
10.1038/s41597-021-00995-8,MISSING
10.1038/s41597-021-00985-w,MISSING
10.1038/s41597-021-00984-x,MISSING
10.1038/s41597-021-00986-9,MISSING
10.1038/s41597-021-00990-z,MISSING
10.1038/s41597-021-00994-9,MISSING
10.1038/s41597-021-00992-x,MISSING
10.1038/s41597-021-00961-4,MISSING
10.1038/s41597-021-01000-y,MISSING
10.1038/s41597-021-00989-6,MISSING
10.1038/s41597-021-00998-5,MISSING
10.1038/s41597-021-00999-4,MISSING
10.1038/s41597-021-00991-y,MISSING
10.1038/s41597-021-00974-z,The OPTIMADE specification is developed openly on GitHub with releases archived on Zenodo 10 . Version 1.0.0 was released on 1 July 2020 and is licensed under Creative Commons Attribution 4.0 International (CC-BY 4.0).
10.1038/s41597-021-00997-6,MISSING
10.1038/s41597-021-00941-8,MISSING
10.1038/s41597-021-00988-7,MISSING
10.1038/s41597-021-01005-7,MISSING
10.1038/s41597-021-01002-w,MISSING
10.1038/s41597-021-01003-9,MISSING
10.1038/s41597-021-01007-5,MISSING
10.1038/s41597-021-01008-4,MISSING
10.1038/s41597-021-01009-3,MISSING
10.1038/s41597-021-01004-8,MISSING
10.1038/s41597-021-01010-w,MISSING
10.1038/s41597-021-01013-7,MISSING
10.1038/s41597-021-01014-6,MISSING
10.1038/s41597-021-01015-5,MISSING
10.1038/s41597-021-01017-3,MISSING
10.1038/s41597-021-01019-1,MISSING
10.1038/s41597-021-01022-6,MISSING
10.1038/s41597-021-01018-2,MISSING
10.1038/s41597-021-01016-4,MISSING
10.1038/s41597-021-01025-3,MISSING
10.1038/s41597-021-01012-8,MISSING
10.1038/s41597-021-01024-4,MISSING
10.1038/s41597-021-01021-7,MISSING
10.1038/s41597-021-01023-5,MISSING
10.1038/s41597-021-01030-6,MISSING
10.1038/s41597-021-01020-8,MISSING
10.1038/s41597-021-01029-z,MISSING
10.1038/s41597-021-01033-3,MISSING
10.1038/s41597-021-01031-5,MISSING
10.1038/s41597-021-01028-0,MISSING
10.1038/s41597-021-01035-1,MISSING
10.1038/s41597-021-01037-z,MISSING
10.1038/s41597-021-01006-6,MISSING
10.1038/s41597-021-01034-2,MISSING
10.1038/s41597-021-01041-3,MISSING
10.1038/s41597-021-01038-y,MISSING
10.1038/s41597-021-01043-1,MISSING
10.1038/s41597-021-01049-9,MISSING
10.1038/s41597-021-01032-4,MISSING
10.1038/s41597-021-01050-2,MISSING
10.1038/s41597-021-01040-4,MISSING
10.1038/s41597-021-01048-w,MISSING
10.1038/s41597-021-01039-x,MISSING
10.1038/s41597-021-01042-2,MISSING
10.1038/s41597-021-01054-y,MISSING
10.1038/s41597-021-01045-z,MISSING
10.1038/s41597-021-01047-x,MISSING
10.1038/s41597-021-01053-z,MISSING
10.1038/s41597-021-01046-y,MISSING
10.1038/s41597-021-01062-y,MISSING
10.1038/s41597-021-01065-9,MISSING
10.1038/s41597-021-01068-6,MISSING
10.1038/s41597-021-01052-0,MISSING
10.1038/s41597-021-01066-8,MISSING
10.1038/s41597-021-01060-0,MISSING
10.1038/s41597-021-01057-9,MISSING
10.1038/s41597-021-01055-x,MISSING
10.1038/s41597-021-01058-8,MISSING
10.1038/s41597-021-01056-w,MISSING
10.1038/s41597-021-01063-x,MISSING
10.1038/s41597-021-01059-7,MISSING
10.1038/s41597-021-01064-w,MISSING
10.1038/s41597-021-01069-5,MISSING
10.1038/s41597-021-01061-z,MISSING
10.1038/s41597-021-01067-7,MISSING
10.1038/s41597-021-01073-9,MISSING
10.1038/s41597-021-01074-8,MISSING
10.1038/s41597-021-01072-w,MISSING
10.1038/s41597-021-01079-3,MISSING
10.1038/s41597-021-01076-6,MISSING
10.1038/s41597-021-01077-5,MISSING
10.1038/s41597-021-01071-x,"The Covid Symptom Study dataset is hosted by Health Data Research UK through the https://healthdatagateway.org (HDG), by searching for “COVID-19 Symptom Tracker Dataset”. Access to the data is applied for via a two-stage process through HDG. The dataset is accessed via a protected environment provisioned by HDG for successful applicants. Access to the data is free of charge at the time of writing but HDG may in future impose cost recovery on access requests that are not related to pandemic modelling or understanding or tackling Covid-19. The code used to generate synthetic evalutation datasets is hosted at https://github.com/KCL-BMEIS/ExeTeraEval and the 10 million/100 million row synthetic dataset is available for download 33 ."
10.1038/s41597-021-01086-4,MISSING
10.1038/s41597-021-01083-7,MISSING
10.1038/s41597-021-01088-2,MISSING
10.1038/s41597-021-01082-8,MISSING
10.1038/s41597-021-01091-7,MISSING
10.1038/s41597-021-01075-7,MISSING
10.1038/s41597-021-01081-9,MISSING
10.1038/s41597-021-01089-1,MISSING
10.1038/s41597-021-01080-w,MISSING
10.1038/s41597-021-01087-3,MISSING
10.1038/s41597-021-01084-6,MISSING
10.1038/s41597-021-01078-4,MISSING
10.1038/s41597-021-01093-5,MISSING
10.1038/s41597-021-01090-8,"The raw data of the following datasets can be found at the ProteomeXchange Consortium via the PRIDE partner repository or the Synapse Web Portal: Dataset 1 (PXD014557) 14 , 60 , Dataset 4 (PXD006122) 8 , 61 , Datasets 5–8 (PXD010138) 19 , 62 , Dataset 9 (PXD007160) 12 , 63 , Dataset 10 (syn16816734) 10 , 64 , Dataset 11 (syn21441771) 6 , 65 , Dataset 12 (syn21441782) 6 , 66 , Dataset 13 (syn21444768) 6 , 67 , Datasets 14–15 (PXD007985) 9 , 68 , Dataset 17 (PXD008739) 11 , 69 , and Dataset 18 (PXD008806) 11 , 70 . In addition, Dataset 16 was retrieved from the supplementary data provided in the original publication 7 . Lastly, pre-processed data from Datasets 2 and 3 are available at the figshare database 20 . To support data sharing and reusability, all fully processed individual datasets are available in github, which can be accessed by https://github.com/hazhay/Meta-analysis_AD . In addition, input datasets used for meta-analyses and for GSAs as well as their findings are available at the figshare database associated with this article 20 ."
10.1038/s41597-021-01095-3,MISSING
10.1038/s41597-021-01085-5,MISSING
10.1038/s41597-021-01094-4,MISSING
10.1038/s41597-021-01104-5,MISSING
10.1038/s41597-021-01106-3,MISSING
10.1038/s41597-021-01103-6,MISSING
10.1038/s41597-021-01102-7,MISSING
10.1038/s41597-021-01101-8,MISSING
10.1038/s41597-021-01099-z,MISSING
10.1038/s41597-021-01100-9,MISSING
10.1038/s41597-021-01092-6,MISSING
10.1038/s41597-021-01116-1,MISSING
10.1038/s41597-022-01123-w,MISSING
10.1038/s41597-022-01120-z,MISSING
10.1038/s41597-021-01115-2,MISSING
10.1038/s41597-021-01112-5,"The data and materials introduced are all openly available at figshare ( https://doi.org/10.6084/m9.figshare.17008543.v2 ) 44 . The latest version of ICEO is accessible for visualization and downloading from the Ontobee ontology repository website: http://www.ontobee.org/ontology/ICEO , NCBO’s BioPortal website: https://bioportal.bioontology.org/ontologies/ICEO , or OLS (Ontology Lookup Service) website: https://www.ebi.ac.uk/ols/ontologies/iceo ."
10.1038/s41597-022-01122-x,MISSING
10.1038/s41597-021-01105-4,MISSING
10.1038/s41597-022-01124-9,MISSING
10.1038/s41597-021-01117-0,MISSING
10.1038/s41597-021-01098-0,MISSING
10.1038/s41597-021-01114-3,MISSING
10.1038/s41597-021-01111-6,MISSING
10.1038/s41597-022-01121-y,MISSING
10.1038/s41597-021-01107-2,MISSING
10.1038/s41597-021-01108-1,MISSING
10.1038/s41597-021-01110-7,"MIMIC-III data is available on the PhysioNet repository 53 and made widely accessible to the international research community through a data use agreement. The STARR database contains fully identifiable patient data and can therefore not be shared with the public. Access to the STARR database is restricted to investigators identified on IRB protocols, which may be pursued through a formal collaboration with the corresponding author."
10.1038/s41597-022-01118-7,MISSING
10.1038/s41597-022-01130-x,MISSING
10.1038/s41597-022-01127-6,MISSING
10.1038/s41597-022-01125-8,MISSING
10.1038/s41597-022-01131-w,MISSING
10.1038/s41597-022-01126-7,MISSING
10.1038/s41597-022-01119-6,"This study uses neural networks to process fibers in fiber beds, using Larson et al . datasets 7 . To be able to reproduce our study, it is necessary to download that data. We used twelve different datasets in total. We keep the same file identifiers Larson et al . used in their study, for fast cross-reference: • “232p1”: — wet: folder data/Recons/Bunch2WoPR/rec20160324_055424_232p1_wet_1cm_cont_4097im_1500ms_17keV_13_a.h5 • “232p3”: — wet: folder data/Recons/Bunch2WoPR/rec20160318_191511_232p3_2cm_cont__4097im_1500ms_ML17keV_6.h5 — cured: folder data/Recons/Bunch2WoPR/rec20160323_093947_232p3_cured_1p5cm_cont_4097im_1500ms_17keV_10.h5 — cured registered: folder data/Seg/Bunch2/rec20160323_093947_232p3_cured_1p5cm_cont_4097im_1500ms_17keV_10.h5/Registered/Bunch2WoPR • “235p1”: — wet: folder data/Recons/Bunch2WoPR/rec20160324_123639_235p1_wet_0p7cm_cont_4097im_1500ms_17keV_14.h5 • “235p4”: — wet: folder data/Recons/Bunch2WoPR/rec20160326_175540_235p4_wet_1p15cm_cont_4097im_1500ex_17keV_20.h5 — cured: folder data/Recons/Bunch2WoPR/rec20160327_003824_235p4_cured_1p15cm_cont_4097im_1500ex_17keV_22.h5 — cured registered: folder data/Seg/Bunch2/rec20160327_003824_235p4_cured_1p15cm_cont_4097im_1500ex_17keV_22.h5/Registered/Bunch2WoPR • “244p1”: — wet: folder data/Recons/Bunch2WoPR/rec20160318_223946_244p1_1p5cm_cont__4097im_1500ms_ML17keV_7.h5 — cured: folder data/Recons/Bunch2WoPR/rec20160320_160251_244p1_1p5cm_cont_4097im_1500ms_ML17keV_9.h5 — cured registered: folder data/Seg/Bunch2/rec20160320_160251_244p1_1p5cm_cont_4097im_1500ms_ML17keV_9.h5/Registered/Bunch2WoPR • “245p1”: — wet: folder rec20160327_160624_245p1_wet_1cm_cont_4097im_1500ex_17keV_23.h5 The first three numeric characters correspond to a sample, and the last character correspond to different extrinsic factors, e.g. deformation. Despite being samples from similar materials, the reconstructed files presented several differences: different amount of ringing artifacts, intensity variation, noise, etc. The data generated in this study is available in Dryad 53 , under a CC0 license. CC0 dedicates the work to the public domain, to the extent allowed by law."
10.1038/s41597-022-01136-5,MISSING
10.1038/s41597-022-01128-5,MISSING
10.1038/s41597-022-01132-9,MISSING
10.1038/s41597-022-01133-8,MISSING
10.1038/s41597-022-01134-7,MISSING
10.1038/s41597-022-01145-4,MISSING
10.1038/s41597-021-01113-4,MISSING
10.1038/s41597-022-01138-3,MISSING
10.1038/s41597-022-01149-0,MISSING
10.1038/s41597-022-01135-6,MISSING
10.1038/s41597-022-01137-4,MISSING
10.1038/s41597-022-01141-8,MISSING
10.1038/s41597-022-01146-3,MISSING
10.1038/s41597-022-01139-2,MISSING
10.1038/s41597-022-01148-1,MISSING
10.1038/s41597-022-01144-5,MISSING
10.1038/s41597-022-01142-7,MISSING
10.1038/s41597-021-01109-0,"The \({\rm{H}}({\rm{b}}\bar{{\rm{b}}})\) data for this work is available on the CERN Open Data Portal 29 , in both ROOT and HDF5 formats."
10.1038/s41597-022-01147-2,MISSING
10.1038/s41597-022-01153-4,MISSING
10.1038/s41597-022-01129-4,MISSING
10.1038/s41597-022-01151-6,MISSING
10.1038/s41597-022-01155-2,MISSING
10.1038/s41597-022-01157-0,MISSING
10.1038/s41597-022-01156-1,MISSING
10.1038/s41597-022-01150-7,MISSING
10.1038/s41597-022-01140-9,MISSING
10.1038/s41597-022-01158-z,MISSING
10.1038/s41597-022-01143-6,"The study uses several collected datasets, which are then merged into derived datasets and used for the final analysis. All data records are stored in a simple CSV (or text) file format and can be opened with a text editor. The datasets were collected in the AWS re-execution step unless otherwise indicated. The collected datasets are: • run_log_r[VERSION]_[NO_]env provides information of whether or not an R code file executed with an error for three versions of R (3.2, 3.6 and 4.0) and in two different environments (before and after code cleaning step). • run_log_r[VERSION]_[NO_]env[_DOWNLOAD] provides information whether all files from a replication package downloaded without a checksum error. • rfile_stats gathers information on each R code file, such as the number of code lines, code comments, functions, classes, tests and file encoding. • rpackage_stats gathers information on the replication package such as total comments, total libraries, size, list of files and list of used libraries. • readability_metrics captures research code readability metrics such as the average number of periods, commas, spaces, parenthesis, which was explored in a follow-up publication at ref. 46 . • all_metadata captures the collection (journal or other) and the academic field of each replication dataset. Retrieved from Harvard Dataverse directly. • journal-policy-survey gathers information on the strictness of data sharing policies at academic journals that have their own collections on Harvard Dataverse. Collected manually. All data records are freely available on the Harvard Dataverse repository at https://doi.org/10.7910/DVN/UZLXSZ under CC0 license 9 . The same copy of data files is available on GitHub at https://github.com/atrisovic/dataverse-r-study ."
10.1038/s41597-022-01160-5,MISSING
10.1038/s41597-022-01162-3,MISSING
10.1038/s41597-022-01167-y,MISSING
10.1038/s41597-022-01166-z,MISSING
10.1038/s41597-022-01177-w,MISSING
10.1038/s41597-022-01152-5,MISSING
10.1038/s41597-022-01165-0,MISSING
10.1038/s41597-022-01168-x,MISSING
10.1038/s41597-022-01169-w,MISSING
10.1038/s41597-022-01154-3,"The original, clean and curated dataset for the 7 selected data sources presented in this paper are publicly available on GitHub at https://github.com/Mengjintao/SolCuration and can be cited by 43 ."
10.1038/s41597-022-01159-y,MISSING
10.1038/s41597-022-01183-y,MISSING
10.1038/s41597-022-01195-8,MISSING
10.1038/s41597-022-01185-w,MISSING
10.1038/s41597-022-01192-x,MISSING
10.1038/s41597-022-01181-0,MISSING
10.1038/s41597-022-01196-7,MISSING
10.1038/s41597-022-01184-x,MISSING
10.1038/s41597-022-01189-6,MISSING
10.1038/s41597-022-01163-2,"Data from the UK Biobank project were obtained from a third party, UK Biobank, upon application. Interested parties can apply for data from UK Biobank directly, at http://www.ukbiobank.ac.uk . Structural data from the Studyforrest project 46 ( https://doi.org/10.12751/g-node.zdwr8e ) are available at https://www.github.com/psychoinformatics-de/studyforrest-data-structural . The studyforrest derivatives computed by the tutorial workflow 51 ( https://doi.org/10.5281/zenodo.6019794 ) are publicly available from https://www.github.com/psychoinformatics-de/fairly-big-processing-workflow-tutorial ."
10.1038/s41597-022-01180-1,MISSING
10.1038/s41597-022-01174-z,MISSING
10.1038/s41597-022-01170-3,MISSING
10.1038/s41597-022-01190-z,MISSING
10.1038/s41597-022-01176-x,MISSING
10.1038/s41597-022-01193-w,MISSING
10.1038/s41597-022-01178-9,MISSING
10.1038/s41597-022-01182-z,MISSING
10.1038/s41597-022-01161-4,MISSING
10.1038/s41597-022-01173-0,MISSING
10.1038/s41597-022-01191-y,MISSING
10.1038/s41597-022-01179-8,MISSING
10.1038/s41597-022-01222-8,MISSING
10.1038/s41597-022-01203-x,MISSING
10.1038/s41597-022-01236-2,MISSING
10.1038/s41597-022-01207-7,MISSING
10.1038/s41597-022-01202-y,MISSING
10.1038/s41597-022-01240-6,MISSING
10.1038/s41597-022-01230-8,MISSING
10.1038/s41597-022-01188-7,MISSING
